
Symbol table '.dynsym' contains 2370 entries:
   Num:    Value          Size Type    Bind   Vis      Ndx Name
   586: 000000000011a060  1647 FUNC    GLOBAL DEFAULT   15 __tdelete@@GLIBC_PRIVATE
   587: 00000000000e40f0    12 FUNC    WEAK   DEFAULT   15 getpid@@GLIBC_2.2.5
   588: 0000000000111b70  1218 FUNC    WEAK   DEFAULT   15 fts64_open@@GLIBC_2.23
   589: 0000000000043400    37 FUNC    WEAK   DEFAULT   15 kill@@GLIBC_2.2.5
   590: 0000000000054e40   269 FUNC    WEAK   DEFAULT   15 getcontext@@GLIBC_2.2.5
   591: 0000000000024730  1075 FUNC    GLOBAL DEFAULT   15 __gconv_open@@GLIBC_PRIVATE
   592: 0000000000094c90    13 FUNC    GLOBAL DEFAULT   15 thrd_equal@@GLIBC_2.28
   593: 00000000000cacb0    14 FUNC    GLOBAL DEFAULT   15 __isoc99_vfwscanf@@GLIBC_2.7
   594: 000000000009fb10    34 IFUNC   GLOBAL DEFAULT   15 strspn@@GLIBC_2.2.5
   595: 00000000000942c0    43 FUNC    GLOBAL DEFAULT   15 pthread_condattr_init@@GLIBC_2.2.5
   596: 0000000000047370    13 FUNC    WEAK   DEFAULT   15 imaxdiv@@GLIBC_2.2.5
   597: 00000000001ed448     8 OBJECT  WEAK   DEFAULT   34 program_invocation_name@@GLIBC_2.2.5
   598: 0000000000112f90    59 FUNC    GLOBAL DEFAULT   15 posix_fallocate64@@GLIBC_2.2.5
   599: 0000000000148b50   137 FUNC    GLOBAL DEFAULT   15 svcraw_create@@GLIBC_2.2.5
   600: 0000000000061d90   179 FUNC    GLOBAL DEFAULT   15 __snprintf@@GLIBC_PRIVATE
   601: 000000000011ff10    37 FUNC    GLOBAL DEFAULT   15 fanotify_init@@GLIBC_2.13
   602: 0000000000102770    37 FUNC    GLOBAL DEFAULT   15 __sched_get_priority_max@@GLIBC_2.2.5
   603: 0000000000119fe0   113 FUNC    GLOBAL DEFAULT   15 __tfind@@GLIBC_PRIVATE
   604: 00000000000a20b0    74 FUNC    WEAK   DEFAULT   15 argz_extract@@GLIBC_2.2.5
   605: 0000000000034a20    47 FUNC    WEAK   DEFAULT   15 bind_textdomain_codeset@@GLIBC_2.2.5
   606: 00000000000824a0   440 FUNC    GLOBAL DEFAULT   15 fgetpos@@GLIBC_2.2.5
   607: 000000000009f3a0    64 FUNC    WEAK   DEFAULT   15 strdup@@GLIBC_2.2.5
   608: 00000000000824a0   440 FUNC    GLOBAL DEFAULT   15 _IO_fgetpos64@@GLIBC_2.2.5
   609: 0000000000157d20    41 FUNC    GLOBAL DEFAULT   15 svc_exit@@GLIBC_2.2.5
   610: 000000000010e9b0   133 FUNC    WEAK   DEFAULT   15 creat64@@GLIBC_2.2.5
   611: 000000000008df70    37 FUNC    WEAK   DEFAULT   15 getc_unlocked@@GLIBC_2.2.5
   612: 000000000013ecf0   584 FUNC    WEAK   DEFAULT   15 inet_pton@@GLIBC_2.2.5
   613: 00000000000d8160    20 FUNC    GLOBAL DEFAULT   15 strftime@@GLIBC_2.2.5
   614: 000000000008cdb0    12 FUNC    GLOBAL DEFAULT   15 __flbf@@GLIBC_2.2.5
   615: 000000000010e700   292 FUNC    WEAK   DEFAULT   15 lockf64@@GLIBC_2.2.5
   616: 0000000000086e60    53 FUNC    GLOBAL DEFAULT   15 _IO_switch_to_main_wget_area@@GLIBC_2.2.5
   617: 00000000001555b0   385 FUNC    GLOBAL DEFAULT   15 xencrypt@@GLIBC_2.2.5
   618: 0000000000162ce0    24 FUNC    GLOBAL DEFAULT   15 putpmsg@GLIBC_2.2.5
   619: 00000000000522c0    45 FUNC    GLOBAL DEFAULT   15 __libc_system@@GLIBC_PRIVATE
   620: 0000000000157200   138 FUNC    GLOBAL DEFAULT   15 xdr_uint16_t@@GLIBC_2.2.5
   621: 00000000001ed430    16 OBJECT  WEAK   DEFAULT   34 tzname@@GLIBC_2.2.5
   622: 000000000009c640   540 FUNC    GLOBAL DEFAULT   15 __libc_mallopt@@GLIBC_2.2.5
   623: 0000000000043d40    54 FUNC    WEAK   DEFAULT   15 sysv_signal@@GLIBC_2.2.5
   624: 0000000000094dd0    11 FUNC    GLOBAL DEFAULT   15 pthread_attr_getschedparam@@GLIBC_2.2.5
   625: 0000000000049050    14 FUNC    WEAK   DEFAULT   15 strtoll_l@@GLIBC_2.3.3
   626: 000000000010d2c0     9 FUNC    GLOBAL DEFAULT   15 __sched_cpufree@@GLIBC_2.7
   627: 000000000010e8f0    37 FUNC    GLOBAL DEFAULT   15 __dup2@@GLIBC_2.2.5
   628: 00000000000944b0    43 FUNC    GLOBAL DEFAULT   15 pthread_mutex_destroy@@GLIBC_2.2.5
   629: 00000000001607b0   276 FUNC    GLOBAL DEFAULT   15 _dl_catch_exception@@GLIBC_PRIVATE
   630: 0000000000085490   265 FUNC    WEAK   DEFAULT   15 fgetwc@@GLIBC_2.2.5
   631: 000000000010db90    37 FUNC    WEAK   DEFAULT   15 chmod@@GLIBC_2.2.5
   632: 0000000000113f80   138 FUNC    GLOBAL DEFAULT   15 vlimit@@GLIBC_2.2.5
   633: 0000000000114310   157 FUNC    WEAK   DEFAULT   15 sbrk@@GLIBC_2.2.5
   634: 0000000000033fc0    70 FUNC    GLOBAL DEFAULT   15 __assert_fail@@GLIBC_2.2.5
   635: 000000000014d7f0   719 FUNC    GLOBAL DEFAULT   15 clntunix_create@@GLIBC_2.2.5
   636: 00000000001229b0   144 FUNC    WEAK   DEFAULT   15 iswalnum@@GLIBC_2.2.5
   637: 00000000000342e0    10 FUNC    WEAK   DEFAULT   15 __toascii_l@@GLIBC_2.2.5
   638: 0000000000034320    22 FUNC    GLOBAL DEFAULT   15 __isalnum_l@@GLIBC_2.2.5
   639: 0000000000061cc0   204 FUNC    GLOBAL DEFAULT   15 printf@@GLIBC_2.2.5
   640: 00000000001163a0   229 FUNC    GLOBAL DEFAULT   15 __getmntent_r@@GLIBC_2.2.5
   641: 0000000000134bd0    61 FUNC    GLOBAL DEFAULT   15 ether_ntoa_r@@GLIBC_2.2.5
   642: 0000000000041f00    30 FUNC    WEAK   DEFAULT   15 finite@@GLIBC_2.2.5
   643: 00000000001609b0    27 FUNC    GLOBAL DEFAULT   15 quick_exit@GLIBC_2.10
   644: 00000000001201c0   149 FUNC    WEAK   DEFAULT   15 __connect@@GLIBC_2.2.5
   645: 00000000000471a0    24 FUNC    GLOBAL DEFAULT   15 quick_exit@@GLIBC_2.24
   646: 0000000000132060   486 FUNC    GLOBAL DEFAULT   15 getnetbyname@@GLIBC_2.2.5
   647: 00000000000482e0   148 FUNC    GLOBAL DEFAULT   15 getentropy@@GLIBC_2.25
   648: 0000000000115710    15 FUNC    GLOBAL DEFAULT   15 mkstemp@@GLIBC_2.2.5
   649: 000000000010e5a0    37 FUNC    WEAK   DEFAULT   15 flock@@GLIBC_2.2.5
   650: 000000000010da90   116 FUNC    WEAK   DEFAULT   15 statvfs@@GLIBC_2.2.5
   651: 000000000011c430   176 FUNC    WEAK   DEFAULT   15 error_at_line@@GLIBC_2.2.5
   652: 000000000008ba10   225 FUNC    GLOBAL DEFAULT   15 rewind@@GLIBC_2.2.5
   653: 00000000000a2c80  3726 FUNC    WEAK   DEFAULT   15 strcoll_l@@GLIBC_2.3
   654: 0000000000047340    16 FUNC    GLOBAL DEFAULT   15 llabs@@GLIBC_2.2.5
   655: 00000000001f0c40    24 OBJECT  GLOBAL DEFAULT   35 _null_auth@@GLIBC_2.2.5
   656: 00000000000d0320    20 FUNC    WEAK   DEFAULT   15 localtime_r@@GLIBC_2.2.5
   657: 00000000000bc8c0    70 FUNC    GLOBAL DEFAULT   15 wcscspn@@GLIBC_2.2.5
   658: 0000000000114010   433 FUNC    GLOBAL DEFAULT   15 vtimes@@GLIBC_2.2.5
   659: 00000000000a0780    89 IFUNC   GLOBAL DEFAULT   15 __stpncpy@@GLIBC_2.2.5
   660: 00000000000467b0    35 FUNC    WEAK   DEFAULT   15 __libc_secure_getenv@@GLIBC_PRIVATE
   661: 0000000000041f20    25 FUNC    WEAK   DEFAULT   15 copysign@@GLIBC_2.2.5
   662: 000000000013c330   207 FUNC    GLOBAL DEFAULT   15 inet6_opt_finish@@GLIBC_2.5
   663: 00000000000e2ee0    49 FUNC    GLOBAL DEFAULT   15 __nanosleep@@GLIBC_2.2.6
   664: 0000000000042ca0    14 FUNC    GLOBAL DEFAULT   15 setjmp@@GLIBC_2.2.5
   665: 0000000000042300   155 FUNC    WEAK   DEFAULT   15 modff@@GLIBC_2.2.5
   666: 0000000000122ca0   145 FUNC    WEAK   DEFAULT   15 iswlower@@GLIBC_2.2.5
   667: 0000000000112980   149 FUNC    GLOBAL DEFAULT   15 __poll@@GLIBC_2.2.5
   668: 00000000000341a0    30 FUNC    GLOBAL DEFAULT   15 isspace@@GLIBC_2.2.5
   669: 00000000000495a0    22 FUNC    GLOBAL DEFAULT   15 strtod@@GLIBC_2.2.5
   670: 00000000000627a0    75 FUNC    GLOBAL DEFAULT   15 tmpnam_r@@GLIBC_2.2.5
   671: 000000000012f400    25 FUNC    GLOBAL DEFAULT   15 __confstr_chk@@GLIBC_2.4
   672: 00000000001132c0   165 FUNC    WEAK   DEFAULT   15 fallocate@@GLIBC_2.10
   673: 0000000000123b00   145 FUNC    GLOBAL DEFAULT   15 __wctype_l@@GLIBC_2.2.5
   674: 000000000015f0b0     9 FUNC    GLOBAL DEFAULT   15 setutxent@@GLIBC_2.2.5
   675: 0000000000085760   400 FUNC    GLOBAL DEFAULT   15 fgetws@@GLIBC_2.2.5
   676: 00000000000be580    14 FUNC    WEAK   DEFAULT   15 __wcstoll_l@@GLIBC_2.2.5
   677: 0000000000034340    23 FUNC    GLOBAL DEFAULT   15 __isalpha_l@@GLIBC_2.2.5
   678: 0000000000049560    22 FUNC    GLOBAL DEFAULT   15 strtof@@GLIBC_2.2.5
   679: 00000000001235d0   129 FUNC    WEAK   DEFAULT   15 iswdigit_l@@GLIBC_2.3
   680: 000000000012ed50   286 FUNC    GLOBAL DEFAULT   15 __wcsncat_chk@@GLIBC_2.4
   681: 0000000000120ed0   165 FUNC    GLOBAL DEFAULT   15 __libc_msgsnd@@GLIBC_PRIVATE
   682: 00000000000d0300    21 FUNC    GLOBAL DEFAULT   15 gmtime@@GLIBC_2.2.5
   683: 0000000000033c10    99 FUNC    GLOBAL DEFAULT   15 __uselocale@@GLIBC_2.3
   684: 0000000000032910    25 FUNC    WEAK   DEFAULT   15 __ctype_get_mb_cur_max@@GLIBC_2.2.5
   685: 00000000000a06e0    19 FUNC    GLOBAL DEFAULT   15 ffs@@GLIBC_2.2.5
   686: 0000000000123660   130 FUNC    GLOBAL DEFAULT   15 __iswlower_l@@GLIBC_2.2.5
   687: 0000000000148060    67 FUNC    GLOBAL DEFAULT   15 xdr_opaque_auth@@GLIBC_2.2.5
   688: 0000000000041bf0   338 FUNC    WEAK   DEFAULT   15 modfl@@GLIBC_2.2.5
   689: 000000000011a780   165 FUNC    WEAK   DEFAULT   15 twalk_r@@GLIBC_2.30
   690: 00000000000a2960   283 FUNC    GLOBAL DEFAULT   15 envz_add@@GLIBC_2.2.5
   691: 00000000001134e0   176 FUNC    GLOBAL DEFAULT   15 __open64_nocancel@@GLIBC_PRIVATE
   692: 0000000000126030   728 FUNC    GLOBAL DEFAULT   15 putsgent@@GLIBC_2.10
   693: 00000000000a0350    16 FUNC    GLOBAL DEFAULT   15 strtok@@GLIBC_2.2.5
   694: 000000000015e320   228 FUNC    WEAK   DEFAULT   15 getpt@@GLIBC_2.2.5
   695: 00000000000e1bf0   222 FUNC    GLOBAL DEFAULT   15 endpwent@@GLIBC_2.2.5
   696: 0000000000082940   246 FUNC    GLOBAL DEFAULT   15 _IO_fopen@@GLIBC_2.2.5
   697: 0000000000048ad0    22 FUNC    WEAK   DEFAULT   15 strtol@@GLIBC_2.2.5
   698: 0000000000044240   176 FUNC    WEAK   DEFAULT   15 sigqueue@@GLIBC_2.2.5
   699: 0000000000112040   242 FUNC    GLOBAL DEFAULT   15 fts_close@@GLIBC_2.2.5
   700: 000000000010fb90    66 FUNC    WEAK   DEFAULT   15 isatty@@GLIBC_2.2.5
   701: 00000000001162a0   205 FUNC    WEAK   DEFAULT   15 setmntent@@GLIBC_2.2.5
   702: 0000000000137bb0   301 FUNC    GLOBAL DEFAULT   15 endnetgrent@@GLIBC_2.2.5
   703: 000000000010f3f0    37 FUNC    WEAK   DEFAULT   15 lchown@@GLIBC_2.2.5
   704: 00000000001188f0   165 FUNC    WEAK   DEFAULT   15 mmap@@GLIBC_2.2.5
   705: 000000000008f5d0    37 FUNC    GLOBAL DEFAULT   15 _IO_file_read@@GLIBC_2.2.5
   706: 00000000000e13f0   289 FUNC    WEAK   DEFAULT   15 getpw@@GLIBC_2.2.5
   707: 000000000013bfd0   428 FUNC    GLOBAL DEFAULT   15 setsourcefilter@@GLIBC_2.3.4
   708: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_PRIVATE
   709: 0000000000125350   644 FUNC    WEAK   DEFAULT   15 fgetspent_r@@GLIBC_2.2.5
   710: 0000000000102740    37 FUNC    WEAK   DEFAULT   15 sched_yield@@GLIBC_2.2.5
   711: 00000000000e81b0   192 FUNC    WEAK   DEFAULT   15 glob_pattern_p@@GLIBC_2.2.5
   712: 00000000000a8670    82 FUNC    GLOBAL DEFAULT   15 __strsep_1c@GLIBC_2.2.5
   713: 0000000000048ad0    22 FUNC    WEAK   DEFAULT   15 strtoq@@GLIBC_2.2.5
   714: 00000000000c9ed0   115 FUNC    WEAK   DEFAULT   15 wcsncasecmp@@GLIBC_2.2.5
   715: 00000000000d0260    74 FUNC    GLOBAL DEFAULT   15 ctime_r@@GLIBC_2.2.5
   716: 00000000000e0360  1179 FUNC    GLOBAL DEFAULT   15 getgrnam_r@@GLIBC_2.2.5
   717: 00000000000466e0   206 FUNC    WEAK   DEFAULT   15 clearenv@@GLIBC_2.2.5
   718: 0000000000156fe0   228 FUNC    GLOBAL DEFAULT   15 xdr_u_quad_t@@GLIBC_2.3.4
   719: 0000000000123b00   145 FUNC    WEAK   DEFAULT   15 wctype_l@@GLIBC_2.3
   720: 000000000010db10   108 FUNC    WEAK   DEFAULT   15 fstatvfs@@GLIBC_2.2.5
   721: 0000000000043590   122 FUNC    WEAK   DEFAULT   15 sigblock@@GLIBC_2.2.5
   722: 0000000000120de0    29 FUNC    GLOBAL DEFAULT   15 __libc_sa_len@@GLIBC_2.2.5
   723: 000000000009e970    37 FUNC    GLOBAL DEFAULT   15 __libc_reallocarray@@GLIBC_PRIVATE
   724: 00000000001f15d8     8 OBJECT  GLOBAL DEFAULT   35 __key_encryptsession_pk_LOCAL@@GLIBC_2.2.5
   725: 000000000009ef70    79 FUNC    GLOBAL DEFAULT   15 __libc_alloc_buffer_allocate@@GLIBC_PRIVATE
   726: 0000000000094260    43 FUNC    GLOBAL DEFAULT   15 pthread_attr_setscope@@GLIBC_2.2.5
   727: 00000000001239b0   130 FUNC    WEAK   DEFAULT   15 iswxdigit_l@@GLIBC_2.3
   728: 000000000008acd0   253 FUNC    WEAK   DEFAULT   15 feof@@GLIBC_2.2.5
   729: 0000000000155360    19 FUNC    GLOBAL DEFAULT   15 svcudp_create@@GLIBC_2.2.5
   730: 00000000000a1cc0    60 IFUNC   WEAK   DEFAULT   15 strchrnul@@GLIBC_2.2.5
   731: 00000000001156b0    37 FUNC    WEAK   DEFAULT   15 swapoff@@GLIBC_2.2.5
   732: 00000000001ec6f8     8 OBJECT  GLOBAL DEFAULT   34 __ctype_tolower@GLIBC_2.2.5
   733: 0000000000118220   183 FUNC    GLOBAL DEFAULT   15 syslog@@GLIBC_2.2.5
   734: 0000000000113000   193 FUNC    GLOBAL DEFAULT   15 copy_file_range@@GLIBC_2.27
   735: 000000000010c6d0     7 FUNC    WEAK   DEFAULT   15 posix_spawnattr_destroy@@GLIBC_2.2.5
   736: 0000000000049530    14 FUNC    GLOBAL DEFAULT   15 __strtoul_l@@GLIBC_2.2.5
   737: 000000000010e190   328 FUNC    WEAK   DEFAULT   15 eaccess@@GLIBC_2.4
   738: 000000000012eae0   139 FUNC    GLOBAL DEFAULT   15 __fread_unlocked_chk@@GLIBC_2.7
   739: 0000000000082fd0   332 FUNC    GLOBAL DEFAULT   15 fsetpos@@GLIBC_2.2.5
   740: 000000000010c180   169 FUNC    WEAK   DEFAULT   15 pread64@@GLIBC_2.2.5
   741: 000000000013b680   401 FUNC    GLOBAL DEFAULT   15 inet6_option_alloc@@GLIBC_2.3.3
   742: 00000000000d4240    68 FUNC    GLOBAL DEFAULT   15 dysize@@GLIBC_2.2.5
   743: 000000000010fc40    37 FUNC    WEAK   DEFAULT   15 symlink@@GLIBC_2.2.5
   744: 0000000000123cd0   186 FUNC    GLOBAL DEFAULT   15 getspent@@GLIBC_2.2.5
   745: 0000000000087190   111 FUNC    GLOBAL DEFAULT   15 _IO_wdefault_uflow@@GLIBC_2.2.5
   746: 0000000000094d50    38 FUNC    GLOBAL DEFAULT   15 pthread_attr_setdetachstate@@GLIBC_2.2.5
   747: 000000000011cdc0    40 FUNC    GLOBAL DEFAULT   15 fgetxattr@@GLIBC_2.3
   748: 00000000000478f0   314 FUNC    WEAK   DEFAULT   15 srandom_r@@GLIBC_2.2.5
   749: 0000000000116cf0    42 FUNC    WEAK   DEFAULT   15 truncate@@GLIBC_2.2.5
   750: 0000000000034160    30 FUNC    GLOBAL DEFAULT   15 isprint@@GLIBC_2.2.5
   751: 000000000009bb40   917 FUNC    GLOBAL DEFAULT   15 __libc_calloc@@GLIBC_2.2.5
   752: 0000000000112b10    32 FUNC    GLOBAL DEFAULT   15 posix_fadvise@@GLIBC_2.2.5
   753: 00000000000a0920    86 FUNC    WEAK   DEFAULT   15 memccpy@@GLIBC_2.2.5
   754: 000000000011ccb0   234 FUNC    GLOBAL DEFAULT   15 getloadavg@@GLIBC_2.2.5
   755: 00000000000e3320   523 FUNC    GLOBAL DEFAULT   15 execle@@GLIBC_2.2.5
   756: 00000000000d8180    20 FUNC    GLOBAL DEFAULT   15 wcsftime@@GLIBC_2.2.5
   757: 0000000000122950    96 FUNC    GLOBAL DEFAULT   15 __fentry__@@GLIBC_2.13
   758: 000000000010e4a0   250 FUNC    GLOBAL DEFAULT   15 __libc_fcntl64@@GLIBC_PRIVATE
   759: 0000000000155bd0    10 FUNC    GLOBAL DEFAULT   15 xdr_void@@GLIBC_2.2.5
   760: 0000000000047370    13 FUNC    GLOBAL DEFAULT   15 ldiv@@GLIBC_2.2.5
   761: 0000000000143c60   300 FUNC    GLOBAL DEFAULT   15 __nss_configure_lookup@@GLIBC_2.2.5
   762: 0000000000113740    95 FUNC    GLOBAL DEFAULT   15 cfsetispeed@@GLIBC_2.2.5
   763: 0000000000120320   185 FUNC    WEAK   DEFAULT   15 __recv@@GLIBC_PRIVATE
   764: 0000000000134bc0    16 FUNC    GLOBAL DEFAULT   15 ether_ntoa@@GLIBC_2.2.5
   765: 000000000014b010    97 FUNC    GLOBAL DEFAULT   15 xdr_key_netstarg@@GLIBC_2.2.5
   766: 000000000011f4f0   169 FUNC    GLOBAL DEFAULT   15 tee@@GLIBC_2.5
   767: 000000000008b450   316 FUNC    WEAK   DEFAULT   15 fgetc@@GLIBC_2.2.5
   768: 000000000005ecf0   329 FUNC    GLOBAL DEFAULT   15 parse_printf_format@@GLIBC_2.2.5
   769: 00000000000a1430   270 FUNC    GLOBAL DEFAULT   15 strfry@@GLIBC_2.2.5
   770: 0000000000085160   183 FUNC    GLOBAL DEFAULT   15 _IO_vsprintf@@GLIBC_2.2.5
   771: 0000000000115340    50 FUNC    GLOBAL DEFAULT   15 reboot@@GLIBC_2.2.5
   772: 0000000000138b80   842 FUNC    GLOBAL DEFAULT   15 getaliasbyname_r@@GLIBC_2.2.5
   773: 0000000000047f40    69 FUNC    GLOBAL DEFAULT   15 jrand48@@GLIBC_2.2.5
   774: 00000000000e3700   430 FUNC    GLOBAL DEFAULT   15 execlp@@GLIBC_2.2.5
   775: 0000000000131090  1377 FUNC    GLOBAL DEFAULT   15 gethostbyname_r@@GLIBC_2.2.5
   776: 00000000000cb180   161 FUNC    GLOBAL DEFAULT   15 c16rtomb@@GLIBC_2.16
   777: 00000000000a1400    39 FUNC    GLOBAL DEFAULT   15 swab@@GLIBC_2.2.5
   778: 0000000000063090    76 FUNC    GLOBAL DEFAULT   15 _IO_funlockfile@@GLIBC_2.2.5
   779: 00000000000be0d0    22 FUNC    WEAK   DEFAULT   15 wcstof64x@@GLIBC_2.27
   780: 0000000000062fa0   108 FUNC    GLOBAL DEFAULT   15 _IO_flockfile@@GLIBC_2.2.5
   781: 00000000000a86d0    76 FUNC    GLOBAL DEFAULT   15 __strsep_2c@GLIBC_2.2.5
   782: 00000000000de220   155 FUNC    GLOBAL DEFAULT   15 seekdir@@GLIBC_2.2.5
   783: 00000000001156e0    38 FUNC    GLOBAL DEFAULT   15 __mktemp@@GLIBC_PRIVATE
   784: 00000000000342f0    13 FUNC    WEAK   DEFAULT   15 __isascii_l@@GLIBC_2.2.5
   785: 0000000000034300    19 FUNC    WEAK   DEFAULT   15 isblank_l@@GLIBC_2.3
   786: 00000000000de6b0    23 FUNC    WEAK   DEFAULT   15 alphasort64@@GLIBC_2.2.5
   787: 0000000000152e40   579 FUNC    GLOBAL DEFAULT   15 pmap_getport@@GLIBC_2.2.5
   788: 00000000000550b0   735 FUNC    WEAK   DEFAULT   15 makecontext@@GLIBC_2.2.5
   789: 0000000000115280   133 FUNC    GLOBAL DEFAULT   15 fdatasync@@GLIBC_2.2.5
   790: 000000000005ea70   306 FUNC    WEAK   DEFAULT   15 register_printf_specifier@@GLIBC_2.10
   791: 000000000014bd00   948 FUNC    GLOBAL DEFAULT   15 authdes_getucred@@GLIBC_2.2.5
   792: 0000000000116cf0    42 FUNC    WEAK   DEFAULT   15 truncate64@@GLIBC_2.2.5
   793: 0000000000034400    22 FUNC    GLOBAL DEFAULT   15 __ispunct_l@@GLIBC_2.2.5
   794: 00000000001236f0   130 FUNC    GLOBAL DEFAULT   15 __iswgraph_l@@GLIBC_2.2.5
   795: 0000000000054e10    11 FUNC    GLOBAL DEFAULT   15 strtoumax@@GLIBC_2.2.5
   796: 0000000000129ae0   174 FUNC    WEAK   DEFAULT   15 argp_failure@@GLIBC_2.2.5
   797: 00000000000a07e0    76 IFUNC   GLOBAL DEFAULT   15 __strcasecmp@@GLIBC_2.2.5
   798: 0000000000082660   400 FUNC    WEAK   DEFAULT   15 fgets@@GLIBC_2.2.5
   799: 00000000000620b0    11 FUNC    GLOBAL DEFAULT   15 __vfscanf@@GLIBC_2.2.5
   800: 000000000010dfc0    43 FUNC    GLOBAL DEFAULT   15 __openat64_2@@GLIBC_2.7
   801: 0000000000123260    81 FUNC    GLOBAL DEFAULT   15 __iswctype@@GLIBC_2.2.5
   802: 000000000008dc20   752 FUNC    GLOBAL DEFAULT   15 __libc_readline_unlocked@@GLIBC_PRIVATE
   803: 000000000010c790    22 FUNC    WEAK   DEFAULT   15 posix_spawnattr_setflags@@GLIBC_2.2.5
   804: 00000000000dd190   550 FUNC    GLOBAL DEFAULT   15 clock_nanosleep@@GLIBC_2.17
   805: 00000000000dd190   550 FUNC    GLOBAL DEFAULT   15 clock_nanosleep@GLIBC_2.2.5
   806: 0000000000132500   293 FUNC    GLOBAL DEFAULT   15 getnetent_r@@GLIBC_2.2.5
   807: 0000000000162b80    86 FUNC    GLOBAL DEFAULT   15 sched_setaffinity@GLIBC_2.3.3
   808: 0000000000102870    86 FUNC    GLOBAL DEFAULT   15 sched_setaffinity@@GLIBC_2.3.4
   809: 000000000008be80    27 FUNC    WEAK   DEFAULT   15 vscanf@@GLIBC_2.2.5
   810: 00000000000e1780   454 FUNC    GLOBAL DEFAULT   15 getpwnam@@GLIBC_2.2.5
   811: 000000000013b450   547 FUNC    GLOBAL DEFAULT   15 inet6_option_append@@GLIBC_2.3.3
   812: 00000000000e4100    12 FUNC    WEAK   DEFAULT   15 getppid@@GLIBC_2.2.5
   813: 000000000009bb40   917 FUNC    WEAK   DEFAULT   15 calloc@@GLIBC_2.2.5
   814: 0000000000087fb0   117 FUNC    GLOBAL DEFAULT   15 _IO_unsave_wmarkers@@GLIBC_2.2.5
   815: 00000000001bc010    18 OBJECT  GLOBAL DEFAULT   17 _nl_default_dirname@@GLIBC_2.2.5
   816: 0000000000162c60    24 FUNC    GLOBAL DEFAULT   15 getmsg@GLIBC_2.2.5
   817: 000000000015f380   822 FUNC    GLOBAL DEFAULT   15 _dl_addr@@GLIBC_PRIVATE
   818: 0000000000118a00   149 FUNC    GLOBAL DEFAULT   15 msync@@GLIBC_2.2.5
   819: 0000000000062ee0    50 FUNC    WEAK   DEFAULT   15 renameat@@GLIBC_2.4
   820: 0000000000092870    46 FUNC    GLOBAL DEFAULT   15 _IO_init@@GLIBC_2.2.5
   821: 00000000000421e0    14 FUNC    GLOBAL DEFAULT   15 __signbit@@GLIBC_2.2.5
   822: 0000000000113160    44 FUNC    WEAK   DEFAULT   15 futimens@@GLIBC_2.6
   823: 00000000000cffd0   243 FUNC    WEAK   DEFAULT   15 asctime_r@@GLIBC_2.2.5
   824: 000000000010c630    87 FUNC    GLOBAL DEFAULT   15 posix_spawn_file_actions_addfchdir_np@@GLIBC_2.29
   825: 000000000009f660    60 IFUNC   GLOBAL DEFAULT   15 strlen@@GLIBC_2.2.5
   826: 00000000000339e0   545 FUNC    WEAK   DEFAULT   15 freelocale@@GLIBC_2.3
   827: 000000000012ee70    92 IFUNC   GLOBAL DEFAULT   15 __wmemset_chk@@GLIBC_2.4
   828: 0000000000047690   210 FUNC    WEAK   DEFAULT   15 initstate@@GLIBC_2.2.5
   829: 00000000000bc810    60 IFUNC   WEAK   DEFAULT   15 wcschr@@GLIBC_2.2.5
   830: 00000000000341e0    30 FUNC    GLOBAL DEFAULT   15 isxdigit@@GLIBC_2.2.5
   831: 00000000000caec0   691 FUNC    GLOBAL DEFAULT   15 mbrtoc16@@GLIBC_2.16
   832: 0000000000084f60   267 FUNC    WEAK   DEFAULT   15 ungetc@@GLIBC_2.2.5
   833: 000000000008fdd0    66 FUNC    GLOBAL DEFAULT   15 _IO_file_init@@GLIBC_2.2.5
   834: 0000000000087680   394 FUNC    GLOBAL DEFAULT   15 __wuflow@@GLIBC_2.2.5
   835: 00000000001ec708     8 OBJECT  GLOBAL DEFAULT   34 __ctype_b@GLIBC_2.2.5
   836: 000000000010e5d0   292 FUNC    GLOBAL DEFAULT   15 lockf@@GLIBC_2.2.5
   837: 0000000000134a30   397 FUNC    GLOBAL DEFAULT   15 ether_line@@GLIBC_2.2.5
   838: 0000000000149fb0   128 FUNC    GLOBAL DEFAULT   15 xdr_authdes_cred@@GLIBC_2.2.5
   839: 0000000000094cd0    12 FUNC    GLOBAL DEFAULT   15 thrd_yield@@GLIBC_2.28
   840: 00000000000dd0c0   119 FUNC    GLOBAL DEFAULT   15 __clock_gettime@@GLIBC_PRIVATE
   841: 00000000001191e0    46 FUNC    GLOBAL DEFAULT   15 qecvt@@GLIBC_2.2.5
   842: 0000000000123260    81 FUNC    WEAK   DEFAULT   15 iswctype@@GLIBC_2.2.5
   843: 00000000000bd250    34 FUNC    GLOBAL DEFAULT   15 __mbrlen@@GLIBC_2.2.5
   844: 0000000000062620   198 FUNC    GLOBAL DEFAULT   15 tmpfile@@GLIBC_2.2.5
   845: 0000000000137930   119 FUNC    GLOBAL DEFAULT   15 __internal_setnetgrent@@GLIBC_PRIVATE
   846: 0000000000157290   138 FUNC    GLOBAL DEFAULT   15 xdr_int8_t@@GLIBC_2.2.5
