
Symbol table '.dynsym' contains 2370 entries:
   Num:    Value          Size Type    Bind   Vis      Ndx Name
  1199: 00000000000bbaf0    44 FUNC    GLOBAL DEFAULT   15 memcpy@GLIBC_2.2.5
  1200: 00000000001176c0    70 FUNC    GLOBAL DEFAULT   15 endusershell@@GLIBC_2.2.5
  1201: 00000000001027a0    37 FUNC    GLOBAL DEFAULT   15 __sched_get_priority_min@@GLIBC_2.2.5
  1202: 0000000000119be0  1015 FUNC    GLOBAL DEFAULT   15 __tsearch@@GLIBC_PRIVATE
  1203: 000000000010f210   182 FUNC    GLOBAL DEFAULT   15 getwd@@GLIBC_2.2.5
  1204: 00000000000bd250    34 FUNC    WEAK   DEFAULT   15 mbrlen@@GLIBC_2.2.5
  1205: 000000000008ca20   726 FUNC    GLOBAL DEFAULT   15 freopen64@@GLIBC_2.2.5
  1206: 000000000010d140    15 FUNC    GLOBAL DEFAULT   15 posix_spawnattr_setschedparam@@GLIBC_2.2.5
  1207: 00000000000d4330  1897 FUNC    WEAK   DEFAULT   15 getdate_r@@GLIBC_2.2.5
  1208: 0000000000081e00   648 FUNC    GLOBAL DEFAULT   15 fclose@@GLIBC_2.2.5
  1209: 000000000010c180   169 FUNC    GLOBAL DEFAULT   15 __libc_pread@@GLIBC_PRIVATE
  1210: 0000000000092a30    47 FUNC    GLOBAL DEFAULT   15 _IO_adjust_column@@GLIBC_2.2.5
  1211: 0000000000087f00   166 FUNC    GLOBAL DEFAULT   15 _IO_seekwmark@@GLIBC_2.2.5
  1212: 0000000000143ff0   886 FUNC    GLOBAL DEFAULT   15 __nss_lookup@@GLIBC_PRIVATE
  1213: 0000000000043690   157 FUNC    GLOBAL DEFAULT   15 __sigpause@@GLIBC_2.2.5
  1214: 000000000010e190   328 FUNC    WEAK   DEFAULT   15 euidaccess@@GLIBC_2.2.5
  1215: 000000000010fc70    37 FUNC    GLOBAL DEFAULT   15 symlinkat@@GLIBC_2.4
  1216: 0000000000047d40    18 FUNC    GLOBAL DEFAULT   15 rand@@GLIBC_2.2.5
  1217: 0000000000115050   270 FUNC    WEAK   DEFAULT   15 pselect@@GLIBC_2.2.5
  1218: 00000000000945a0    43 FUNC    GLOBAL DEFAULT   15 pthread_setcanceltype@@GLIBC_2.2.5
  1219: 0000000000113b40    34 FUNC    GLOBAL DEFAULT   15 tcsetpgrp@@GLIBC_2.2.5
  1220: 000000000013cc60   198 FUNC    GLOBAL DEFAULT   15 __idna_from_dns_encoding@@GLIBC_PRIVATE
  1221: 0000000000163210    25 FUNC    GLOBAL DEFAULT   15 nftw64@GLIBC_2.2.5
  1222: 000000000012d940   183 IFUNC   GLOBAL DEFAULT   15 __memmove_chk@@GLIBC_2.3.4
  1223: 00000000000bc850    60 IFUNC   WEAK   DEFAULT   15 wcscmp@@GLIBC_2.2.5
  1224: 0000000000110db0    52 FUNC    GLOBAL DEFAULT   15 nftw64@@GLIBC_2.3.3
  1225: 00000000001189d0    37 FUNC    WEAK   DEFAULT   15 mprotect@@GLIBC_2.2.5
  1226: 000000000012e8e0    50 FUNC    GLOBAL DEFAULT   15 __getwd_chk@@GLIBC_2.4
  1227: 00000000000a0700    21 FUNC    WEAK   DEFAULT   15 ffsl@@GLIBC_2.2.5
  1228: 0000000000143d90   599 FUNC    GLOBAL DEFAULT   15 __nss_lookup_function@@GLIBC_PRIVATE
  1229: 0000000000115f10    88 FUNC    GLOBAL DEFAULT   15 getmntent@@GLIBC_2.2.5
  1230: 00000000000c9f50    99 FUNC    GLOBAL DEFAULT   15 __wcscasecmp_l@@GLIBC_2.2.5
  1231: 0000000000048ab0    20 FUNC    GLOBAL DEFAULT   15 __strtol_internal@@GLIBC_2.2.5
  1232: 000000000012dfa0    49 FUNC    GLOBAL DEFAULT   15 __vsnprintf_chk@@GLIBC_2.3.4
  1233: 000000000008c8a0   370 FUNC    GLOBAL DEFAULT   15 __ftello64@@GLIBC_PRIVATE
  1234: 0000000000115750    15 FUNC    WEAK   DEFAULT   15 mkostemp64@@GLIBC_2.7
  1235: 00000000000dcf80    72 FUNC    GLOBAL DEFAULT   15 __wcsftime_l@@GLIBC_2.3
  1236: 0000000000081ca0   351 FUNC    GLOBAL DEFAULT   15 _IO_file_doallocate@@GLIBC_2.2.5
  1237: 0000000000094480    43 FUNC    GLOBAL DEFAULT   15 pthread_setschedparam@@GLIBC_2.2.5
  1238: 0000000000048b10    22 FUNC    WEAK   DEFAULT   15 strtoul@@GLIBC_2.2.5
  1239: 00000000001197e0    47 FUNC    WEAK   DEFAULT   15 hdestroy_r@@GLIBC_2.2.5
  1240: 000000000008d990   505 FUNC    GLOBAL DEFAULT   15 fmemopen@GLIBC_2.2.5
  1241: 000000000008d520   579 FUNC    GLOBAL DEFAULT   15 fmemopen@@GLIBC_2.22
  1242: 0000000000124930   222 FUNC    GLOBAL DEFAULT   15 endspent@@GLIBC_2.2.5
  1243: 0000000000118bc0    37 FUNC    GLOBAL DEFAULT   15 munlockall@@GLIBC_2.2.5
  1244: 0000000000043730    97 FUNC    WEAK   DEFAULT   15 sigpause@@GLIBC_2.2.5
  1245: 000000000015f130    60 FUNC    GLOBAL DEFAULT   15 getutmp@@GLIBC_2.2.5
  1246: 000000000015f130    60 FUNC    GLOBAL DEFAULT   15 getutmpx@@GLIBC_2.2.5
  1247: 000000000005b8e0    27 FUNC    GLOBAL DEFAULT   15 vprintf@@GLIBC_2.2.5
  1248: 0000000000155c70   135 FUNC    GLOBAL DEFAULT   15 xdr_u_int@@GLIBC_2.2.5
  1249: 0000000000120770    40 FUNC    WEAK   DEFAULT   15 setsockopt@@GLIBC_2.2.5
  1250: 0000000000091fe0   402 FUNC    GLOBAL DEFAULT   15 _IO_default_xsputn@@GLIBC_2.2.5
  1251: 000000000009a110   773 FUNC    GLOBAL DEFAULT   15 malloc@@GLIBC_2.2.5
  1252: 00000000001f0c80    24 OBJECT  GLOBAL DEFAULT   35 svcauthdes_stats@GLIBC_2.2.5
  1253: 000000000011f380    35 FUNC    GLOBAL DEFAULT   15 eventfd_read@@GLIBC_2.7
  1254: 0000000000048b10    22 FUNC    WEAK   DEFAULT   15 strtouq@@GLIBC_2.2.5
  1255: 0000000000117730   498 FUNC    GLOBAL DEFAULT   15 getpass@@GLIBC_2.2.5
  1256: 0000000000118b00    40 FUNC    WEAK   DEFAULT   15 remap_file_pages@@GLIBC_2.3.3
  1257: 0000000000042cc0    69 FUNC    WEAK   DEFAULT   15 siglongjmp@@GLIBC_2.2.5
  1258: 00000000001ec6e8     8 OBJECT  GLOBAL DEFAULT   34 __ctype32_tolower@GLIBC_2.2.5
  1259: 000000000014adc0    26 FUNC    GLOBAL DEFAULT   15 xdr_keystatus@@GLIBC_2.2.5
  1260: 000000000011fe50    37 FUNC    GLOBAL DEFAULT   15 uselib@GLIBC_2.2.5
  1261: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.22
  1262: 0000000000043d80   180 FUNC    GLOBAL DEFAULT   15 sigisemptyset@@GLIBC_2.2.5
  1263: 0000000000052b80   196 FUNC    GLOBAL DEFAULT   15 strfmon@@GLIBC_2.2.5
  1264: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.23
  1265: 0000000000033780   597 FUNC    WEAK   DEFAULT   15 duplocale@@GLIBC_2.3
  1266: 0000000000043080    36 FUNC    GLOBAL DEFAULT   15 killpg@@GLIBC_2.2.5
  1267: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.24
  1268: 000000000009f0d0    89 IFUNC   GLOBAL DEFAULT   15 strcat@@GLIBC_2.2.5
  1269: 0000000000155be0   136 FUNC    GLOBAL DEFAULT   15 xdr_int@@GLIBC_2.2.5
  1270: 0000000000120b00   165 FUNC    GLOBAL DEFAULT   15 accept4@@GLIBC_2.10
  1271: 0000000000030480    26 FUNC    GLOBAL DEFAULT   15 __gconv_destroy_spec@@GLIBC_PRIVATE
  1272: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.25
  1273: 000000000010db80    12 FUNC    WEAK   DEFAULT   15 umask@@GLIBC_2.2.5
  1274: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.26
  1275: 00000000000cae00   177 FUNC    GLOBAL DEFAULT   15 __isoc99_vswscanf@@GLIBC_2.7
  1276: 00000000000a07e0    76 IFUNC   WEAK   DEFAULT   15 strcasecmp@@GLIBC_2.2.5
  1277: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.27
  1278: 000000000008c8a0   370 FUNC    WEAK   DEFAULT   15 ftello64@@GLIBC_2.2.5
  1279: 00000000000de6f0   191 FUNC    WEAK   DEFAULT   15 fdopendir@@GLIBC_2.4
  1280: 00000000001609d0    33 FUNC    GLOBAL DEFAULT   15 realpath@GLIBC_2.2.5
  1281: 00000000000522f0  1468 FUNC    GLOBAL DEFAULT   15 realpath@@GLIBC_2.3
  1282: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.28
  1283: 00000000000941d0    43 FUNC    GLOBAL DEFAULT   15 pthread_attr_getschedpolicy@@GLIBC_2.2.5
  1284: 0000000000041f40   193 FUNC    WEAK   DEFAULT   15 modf@@GLIBC_2.2.5
  1285: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.29
  1286: 000000000008c8a0   370 FUNC    WEAK   DEFAULT   15 ftello@@GLIBC_2.2.5
  1287: 00000000000d4290    30 FUNC    GLOBAL DEFAULT   15 timegm@@GLIBC_2.2.5
  1288: 000000000015fc20   177 FUNC    GLOBAL DEFAULT   15 __libc_dlclose@@GLIBC_PRIVATE
  1289: 000000000009c2c0   311 FUNC    GLOBAL DEFAULT   15 __libc_mallinfo@@GLIBC_2.2.5
  1290: 0000000000042f70   265 FUNC    GLOBAL DEFAULT   15 raise@@GLIBC_2.2.5
  1291: 0000000000114b90   208 FUNC    GLOBAL DEFAULT   15 setegid@@GLIBC_2.2.5
  1292: 000000000011f220    37 FUNC    GLOBAL DEFAULT   15 setfsgid@@GLIBC_2.2.5
  1293: 000000000009c1e0   214 FUNC    WEAK   DEFAULT   15 malloc_usable_size@@GLIBC_2.2.5
  1294: 0000000000087570   130 FUNC    GLOBAL DEFAULT   15 _IO_wdefault_doallocate@@GLIBC_2.2.5
  1295: 0000000000034380    23 FUNC    GLOBAL DEFAULT   15 __isdigit_l@@GLIBC_2.2.5
  1296: 0000000000160a00    44 FUNC    GLOBAL DEFAULT   15 _IO_vfscanf@GLIBC_2.2.5
  1297: 0000000000062e70    63 FUNC    GLOBAL DEFAULT   15 remove@@GLIBC_2.2.5
  1298: 00000000001026e0    37 FUNC    WEAK   DEFAULT   15 sched_setscheduler@@GLIBC_2.2.5
  1299: 00000000000dcfd0    40 FUNC    GLOBAL DEFAULT   15 timespec_get@@GLIBC_2.16
  1300: 00000000000c3b90    14 FUNC    WEAK   DEFAULT   15 wcstold_l@@GLIBC_2.3
  1301: 00000000000e43d0    37 FUNC    WEAK   DEFAULT   15 setpgid@@GLIBC_2.2.5
  1302: 000000000009b280   704 FUNC    WEAK   DEFAULT   15 aligned_alloc@@GLIBC_2.16
  1303: 000000000010de70    43 FUNC    GLOBAL DEFAULT   15 __openat_2@@GLIBC_2.7
  1304: 0000000000120260    37 FUNC    WEAK   DEFAULT   15 getpeername@@GLIBC_2.2.5
  1305: 00000000000c9f50    99 FUNC    WEAK   DEFAULT   15 wcscasecmp_l@@GLIBC_2.3
  1306: 000000000009f290   267 FUNC    GLOBAL DEFAULT   15 __strverscmp@@GLIBC_2.2.5
  1307: 000000000012e5a0   375 FUNC    GLOBAL DEFAULT   15 __fgets_chk@@GLIBC_2.4
  1308: 000000000009eec0    76 FUNC    GLOBAL DEFAULT   15 __libc_dynarray_resize_clear@@GLIBC_PRIVATE
  1309: 0000000000141110    16 FUNC    GLOBAL DEFAULT   15 __res_state@@GLIBC_2.2.5
  1310: 00000000001472a0   401 FUNC    GLOBAL DEFAULT   15 pmap_getmaps@@GLIBC_2.2.5
  1311: 000000000009f3e0    69 FUNC    GLOBAL DEFAULT   15 __strndup@@GLIBC_2.2.5
  1312: 00000000001ea6a0  1080 OBJECT  GLOBAL DEFAULT   30 sys_errlist@@GLIBC_2.12
  1313: 00000000001ea6a0  1000 OBJECT  GLOBAL DEFAULT   30 sys_errlist@GLIBC_2.2.5
  1314: 00000000001ea6a0  1008 OBJECT  GLOBAL DEFAULT   30 sys_errlist@GLIBC_2.3
  1315: 00000000000424a0   101 FUNC    WEAK   DEFAULT   15 frexpf@@GLIBC_2.2.5
  1316: 00000000001ea6a0  1056 OBJECT  GLOBAL DEFAULT   30 sys_errlist@GLIBC_2.4
  1317: 00000000001f14b0     8 OBJECT  GLOBAL DEFAULT   35 mallwatch@@GLIBC_2.2.5
  1318: 0000000000093150   771 FUNC    WEAK   DEFAULT   15 _flushlbf@@GLIBC_2.2.5
  1319: 00000000000bd230    24 FUNC    WEAK   DEFAULT   15 mbsinit@@GLIBC_2.2.5
  1320: 0000000000123aa0    85 FUNC    WEAK   DEFAULT   15 towupper_l@@GLIBC_2.3
  1321: 000000000012dd90    25 FUNC    GLOBAL DEFAULT   15 __strncpy_chk@@GLIBC_2.3.4
  1322: 00000000000e4130    12 FUNC    WEAK   DEFAULT   15 getgid@@GLIBC_2.2.5
  1323: 0000000000061f20   183 FUNC    WEAK   DEFAULT   15 asprintf@@GLIBC_2.2.5
  1324: 00000000000d28e0   186 FUNC    WEAK   DEFAULT   15 tzset@@GLIBC_2.2.5
  1325: 000000000010c230   169 FUNC    GLOBAL DEFAULT   15 __libc_pwrite@@GLIBC_PRIVATE
  1326: 00000000000e0de0   514 FUNC    GLOBAL DEFAULT   15 __copy_grp@@GLIBC_PRIVATE
  1327: 00000000000fec40   119 FUNC    WEAK   DEFAULT   15 re_compile_pattern@@GLIBC_2.2.5
  1328: 00000000001ec338     4 OBJECT  GLOBAL DEFAULT   34 re_max_failures@@GLIBC_2.2.5
  1329: 0000000000041d70   151 FUNC    WEAK   DEFAULT   15 frexpl@@GLIBC_2.2.5
  1330: 000000000010d590    84 FUNC    GLOBAL DEFAULT   15 __lxstat64@@GLIBC_2.2.5
  1331: 0000000000154f70  1007 FUNC    GLOBAL DEFAULT   15 svcudp_bufcreate@@GLIBC_2.2.5
  1332: 0000000000120090    12 FUNC    WEAK   DEFAULT   15 gettid@@GLIBC_2.30
  1333: 0000000000149bd0   195 FUNC    GLOBAL DEFAULT   15 xdrrec_eof@@GLIBC_2.2.5
  1334: 00000000000341c0    30 FUNC    GLOBAL DEFAULT   15 isupper@@GLIBC_2.2.5
  1335: 00000000001182e0    11 FUNC    WEAK   DEFAULT   15 vsyslog@@GLIBC_2.2.5
  1336: 000000000010da60    37 FUNC    WEAK   DEFAULT   15 fstatfs64@@GLIBC_2.2.5
  1337: 000000000009f4c0   407 FUNC    GLOBAL DEFAULT   15 __strerror_r@@GLIBC_2.2.5
  1338: 00000000000422c0    22 FUNC    WEAK   DEFAULT   15 finitef@@GLIBC_2.2.5
  1339: 000000000015cd20   129 FUNC    WEAK   DEFAULT   15 getutline@@GLIBC_2.2.5
  1340: 0000000000091c60   482 FUNC    GLOBAL DEFAULT   15 __uflow@@GLIBC_2.2.5
  1341: 000000000011f3e0    40 FUNC    WEAK   DEFAULT   15 prlimit64@@GLIBC_2.13
  1342: 00000000000a0610   183 IFUNC   GLOBAL DEFAULT   15 __mempcpy@@GLIBC_2.2.5
  1343: 0000000000000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_2.30
  1344: 0000000000049050    14 FUNC    WEAK   DEFAULT   15 strtol_l@@GLIBC_2.3
  1345: 00000000000422a0    25 FUNC    GLOBAL DEFAULT   15 __isnanf@@GLIBC_2.2.5
  1346: 0000000000041ba0    19 FUNC    WEAK   DEFAULT   15 finitel@@GLIBC_2.2.5
  1347: 00000000000328b0    89 FUNC    GLOBAL DEFAULT   15 __nl_langinfo_l@@GLIBC_2.2.5
  1348: 0000000000153f70   161 FUNC    GLOBAL DEFAULT   15 svc_getreq_poll@@GLIBC_2.2.5
  1349: 000000000010d270    34 IFUNC   GLOBAL DEFAULT   15 __sched_cpucount@@GLIBC_2.6
  1350: 0000000000094da0    41 FUNC    GLOBAL DEFAULT   15 pthread_attr_setinheritsched@@GLIBC_2.2.5
  1351: 0000000000032890    20 FUNC    GLOBAL DEFAULT   15 nl_langinfo@@GLIBC_2.2.5
  1352: 00000000001f0b88     8 OBJECT  GLOBAL DEFAULT   35 svc_pollfd@@GLIBC_2.2.5
  1353: 000000000008c030    12 FUNC    WEAK   DEFAULT   15 __vsnprintf@@GLIBC_2.2.5
  1354: 0000000000115aa0   140 FUNC    GLOBAL DEFAULT   15 setfsent@@GLIBC_2.2.5
  1355: 00000000000dd040   119 FUNC    GLOBAL DEFAULT   15 clock_getres@GLIBC_2.2.5
  1356: 0000000000041b60    64 FUNC    GLOBAL DEFAULT   15 __isnanl@@GLIBC_2.2.5
  1357: 00000000000c3b90    14 FUNC    WEAK   DEFAULT   15 wcstof64x_l@@GLIBC_2.27
  1358: 0000000000116a50   128 FUNC    WEAK   DEFAULT   15 hasmntopt@@GLIBC_2.2.5
  1359: 00000000000dd040   119 FUNC    GLOBAL DEFAULT   15 clock_getres@@GLIBC_2.17
  1360: 00000000000ddeb0   380 FUNC    WEAK   DEFAULT   15 opendir@@GLIBC_2.2.5
  1361: 00000000000440d0    11 FUNC    GLOBAL DEFAULT   15 __libc_current_sigrtmax@@GLIBC_2.2.5
  1362: 00000000000bc9a0    81 FUNC    GLOBAL DEFAULT   15 wcsncat@@GLIBC_2.2.5
  1363: 0000000000131bf0  1124 FUNC    GLOBAL DEFAULT   15 getnetbyaddr_r@@GLIBC_2.2.5
  1364: 0000000000048380   603 FUNC    WEAK   DEFAULT   15 strfromf32@@GLIBC_2.27
  1365: 000000000012f540    25 FUNC    GLOBAL DEFAULT   15 __mbsrtowcs_chk@@GLIBC_2.4
  1366: 0000000000082660   400 FUNC    GLOBAL DEFAULT   15 _IO_fgets@@GLIBC_2.2.5
  1367: 0000000000131600   210 FUNC    GLOBAL DEFAULT   15 gethostent@@GLIBC_2.2.5
  1368: 00000000000bbed0    16 FUNC    WEAK   DEFAULT   15 bzero@@GLIBC_2.2.5
  1369: 00000000001f0ba0    32 OBJECT  GLOBAL DEFAULT   35 rpc_createerr@@GLIBC_2.2.5
  1370: 00000000001478a0  1691 FUNC    GLOBAL DEFAULT   15 clnt_broadcast@@GLIBC_2.2.5
  1371: 00000000001ec404     4 OBJECT  GLOBAL DEFAULT   34 argp_err_exit_status@@GLIBC_2.2.5
  1372: 000000000009cc90   242 FUNC    GLOBAL DEFAULT   15 mcheck_check_all@@GLIBC_2.2.5
  1373: 0000000000042270    39 FUNC    GLOBAL DEFAULT   15 __isinff@@GLIBC_2.2.5
  1374: 0000000000160970    29 FUNC    GLOBAL DEFAULT   15 __sigaddset@GLIBC_2.2.5
  1375: 0000000000094290    43 FUNC    GLOBAL DEFAULT   15 pthread_condattr_destroy@@GLIBC_2.2.5
  1376: 00000000001ef600     8 OBJECT  GLOBAL DEFAULT   35 __environ@@GLIBC_2.2.5
  1377: 000000000010da30    37 FUNC    GLOBAL DEFAULT   15 __statfs@@GLIBC_2.2.5
  1378: 0000000000123d90   454 FUNC    GLOBAL DEFAULT   15 getspnam@@GLIBC_2.2.5
  1379: 000000000012ece0   105 FUNC    GLOBAL DEFAULT   15 __wcscat_chk@@GLIBC_2.4
  1380: 000000000013b410    14 FUNC    GLOBAL DEFAULT   15 inet6_option_space@@GLIBC_2.3.3
  1381: 000000000010d4d0    84 FUNC    GLOBAL DEFAULT   15 __xstat64@@GLIBC_2.2.5
  1382: 00000000000e0b40   663 FUNC    WEAK   DEFAULT   15 fgetgrent_r@@GLIBC_2.2.5
  1383: 000000000011f120    94 FUNC    WEAK   DEFAULT   15 clone@@GLIBC_2.2.5
  1384: 00000000000344d0    21 FUNC    GLOBAL DEFAULT   15 __ctype_b_loc@@GLIBC_2.3
  1385: 0000000000162b10   102 FUNC    GLOBAL DEFAULT   15 sched_getaffinity@GLIBC_2.3.3
  1386: 0000000000041b10    70 FUNC    GLOBAL DEFAULT   15 __isinfl@@GLIBC_2.2.5
  1387: 0000000000123810   129 FUNC    GLOBAL DEFAULT   15 __iswpunct_l@@GLIBC_2.2.5
  1388: 00000000000437a0   124 FUNC    WEAK   DEFAULT   15 __xpg_sigpause@@GLIBC_2.2.5
  1389: 0000000000045ed0   229 FUNC    GLOBAL DEFAULT   15 getenv@@GLIBC_2.2.5
  1390: 0000000000102800   102 FUNC    GLOBAL DEFAULT   15 sched_getaffinity@@GLIBC_2.3.4
  1391: 0000000000062260   308 FUNC    GLOBAL DEFAULT   15 sscanf@@GLIBC_2.2.5
  1392: 0000000000121d40   432 FUNC    WEAK   DEFAULT   15 profil@@GLIBC_2.2.5
  1393: 0000000000114540   177 FUNC    GLOBAL DEFAULT   15 preadv@@GLIBC_2.10
  1394: 00000000000480e0    49 FUNC    WEAK   DEFAULT   15 jrand48_r@@GLIBC_2.2.5
  1395: 00000000000e44f0   168 FUNC    WEAK   DEFAULT   15 setresuid@@GLIBC_2.2.5
  1396: 000000000010dce0    44 FUNC    GLOBAL DEFAULT   15 __open_2@@GLIBC_2.7
  1397: 00000000001203e0   185 FUNC    WEAK   DEFAULT   15 recvfrom@@GLIBC_2.2.5
  1398: 00000000001228e0    15 FUNC    GLOBAL DEFAULT   15 __profile_frequency@@GLIBC_2.2.5
  1399: 00000000000bdca0   723 FUNC    WEAK   DEFAULT   15 wcsnrtombs@@GLIBC_2.2.5
  1400: 00000000001f0bc0   128 OBJECT  GLOBAL DEFAULT   35 svc_fdset@@GLIBC_2.2.5
  1401: 0000000000136480   253 FUNC    GLOBAL DEFAULT   15 ruserok@@GLIBC_2.2.5
  1402: 000000000009e860    55 FUNC    GLOBAL DEFAULT   15 _obstack_allocated_p@@GLIBC_2.2.5
  1403: 0000000000112810    36 FUNC    GLOBAL DEFAULT   15 fts_set@@GLIBC_2.2.5
  1404: 00000000001560a0   228 FUNC    GLOBAL DEFAULT   15 xdr_u_longlong_t@@GLIBC_2.2.5
  1405: 0000000000114240   111 FUNC    GLOBAL DEFAULT   15 nice@@GLIBC_2.2.5
  1406: 0000000000155740   385 FUNC    GLOBAL DEFAULT   15 xdecrypt@@GLIBC_2.2.5
  1407: 00000000000ff360   282 FUNC    WEAK   DEFAULT   15 regcomp@@GLIBC_2.2.5
  1408: 000000000012fac0    44 FUNC    GLOBAL DEFAULT   15 __fortify_fail@@GLIBC_PRIVATE
  1409: 00000000000d41e0    37 FUNC    WEAK   DEFAULT   15 getitimer@@GLIBC_2.2.5
  1410: 000000000010dd10   294 FUNC    WEAK   DEFAULT   15 __open@@GLIBC_2.2.5
  1411: 0000000000034140    30 FUNC    GLOBAL DEFAULT   15 isgraph@@GLIBC_2.2.5
  1412: 00000000001f1528     8 OBJECT  GLOBAL DEFAULT   35 optarg@@GLIBC_2.2.5
  1413: 00000000000412a0    85 FUNC    GLOBAL DEFAULT   15 catclose@@GLIBC_2.2.5
  1414: 0000000000151300    30 FUNC    GLOBAL DEFAULT   15 clntudp_bufcreate@@GLIBC_2.2.5
  1415: 0000000000133860   454 FUNC    GLOBAL DEFAULT   15 getservbyname@@GLIBC_2.2.5
  1416: 000000000008cd40    58 FUNC    GLOBAL DEFAULT   15 __freading@@GLIBC_2.2.5
  1417: 00000000001ed780     8 OBJECT  GLOBAL DEFAULT   34 stderr@@GLIBC_2.2.5
  1418: 00000000000c6a70   105 FUNC    GLOBAL DEFAULT   15 wcwidth@@GLIBC_2.2.5
  1419: 0000000000121070    42 FUNC    GLOBAL DEFAULT   15 msgctl@@GLIBC_2.2.5
  1420: 000000000012fb10    48 FUNC    GLOBAL DEFAULT   15 inet_lnaof@@GLIBC_2.2.5
  1421: 0000000000043bf0    68 FUNC    GLOBAL DEFAULT   15 sigdelset@@GLIBC_2.2.5
  1422: 00000000001143d0    37 FUNC    WEAK   DEFAULT   15 ioctl@@GLIBC_2.2.5
  1423: 0000000000115310    37 FUNC    GLOBAL DEFAULT   15 syncfs@@GLIBC_2.14
  1424: 00000000000241d0    12 FUNC    WEAK   DEFAULT   15 gnu_get_libc_release@@GLIBC_2.2.5
  1425: 000000000010f420    40 FUNC    GLOBAL DEFAULT   15 fchownat@@GLIBC_2.4
  1426: 00000000000e2dc0    37 FUNC    GLOBAL DEFAULT   15 alarm@@GLIBC_2.2.5
  1427: 00000000001ed5c0   224 OBJECT  GLOBAL DEFAULT   34 _IO_2_1_stderr_@@GLIBC_2.2.5
  1428: 0000000000087d00   127 FUNC    GLOBAL DEFAULT   15 _IO_sputbackwc@@GLIBC_2.2.5
  1429: 000000000009b820   793 FUNC    GLOBAL DEFAULT   15 __libc_pvalloc@@GLIBC_2.2.5
  1430: 00000000000522c0    45 FUNC    WEAK   DEFAULT   15 system@@GLIBC_2.2.5
  1431: 000000000014af80   140 FUNC    GLOBAL DEFAULT   15 xdr_getcredres@@GLIBC_2.2.5
  1432: 00000000000be580    14 FUNC    GLOBAL DEFAULT   15 __wcstol_l@@GLIBC_2.2.5
  1433: 0000000000113370    42 FUNC    GLOBAL DEFAULT   15 __close_nocancel@@GLIBC_PRIVATE
  1434: 000000000011be70   154 FUNC    GLOBAL DEFAULT   15 err@@GLIBC_2.2.5
  1435: 00000000000620c0    11 FUNC    WEAK   DEFAULT   15 vfwscanf@@GLIBC_2.2.5
  1436: 0000000000116d50    32 FUNC    GLOBAL DEFAULT   15 chflags@@GLIBC_2.2.5
  1437: 000000000011fbe0    37 FUNC    GLOBAL DEFAULT   15 inotify_init@@GLIBC_2.4
  1438: 000000000011feb0    40 FUNC    GLOBAL DEFAULT   15 timerfd_settime@@GLIBC_2.8
  1439: 0000000000133a30  1019 FUNC    GLOBAL DEFAULT   15 getservbyname_r@@GLIBC_2.2.5
  1440: 0000000000049560    22 FUNC    WEAK   DEFAULT   15 strtof32@@GLIBC_2.27
  1441: 00000000000a0700    21 FUNC    GLOBAL DEFAULT   15 ffsll@@GLIBC_2.2.5
  1442: 00000000001563f0   142 FUNC    GLOBAL DEFAULT   15 xdr_bool@@GLIBC_2.2.5
  1443: 00000000000344a0    36 FUNC    GLOBAL DEFAULT   15 __isctype@@GLIBC_2.3
  1444: 0000000000113dd0    50 FUNC    WEAK   DEFAULT   15 setrlimit64@@GLIBC_2.2.5
  1445: 000000000010d2d0   157 FUNC    GLOBAL DEFAULT   15 sched_getcpu@@GLIBC_2.6
  1446: 00000000000e42c0   220 FUNC    WEAK   DEFAULT   15 group_member@@GLIBC_2.2.5
  1447: 00000000000919d0    55 FUNC    GLOBAL DEFAULT   15 _IO_free_backup_area@@GLIBC_2.2.5
  1448: 00000000001189a0    37 FUNC    WEAK   DEFAULT   15 munmap@@GLIBC_2.2.5
  1449: 00000000000824a0   440 FUNC    GLOBAL DEFAULT   15 _IO_fgetpos@@GLIBC_2.2.5
  1450: 000000000010c730    78 FUNC    WEAK   DEFAULT   15 posix_spawnattr_setsigdefault@@GLIBC_2.2.5
  1451: 000000000009e560   203 FUNC    GLOBAL DEFAULT   15 _obstack_begin_1@@GLIBC_2.2.5
  1452: 00000000001263e0   222 FUNC    GLOBAL DEFAULT   15 endsgent@@GLIBC_2.10
  1453: 00000000000e25d0   755 FUNC    GLOBAL DEFAULT   15 _nss_files_parse_pwent@@GLIBC_PRIVATE
  1454: 00000000000ddca0   137 FUNC    GLOBAL DEFAULT   15 ntp_gettimex@@GLIBC_2.12
  1455: 00000000000e2c30    22 FUNC    WEAK   DEFAULT   15 wait3@@GLIBC_2.2.5
